2230 2132 1985 1863 1564 1331 1107 949 635 471 309 189 110 48 9 0 0 0 7 21 101 256 495 782 1150 1485 1769 2024 2194 2389 2426 2378
2449 2291 2013 1827 1662 1420 1121 957 735 543 345 215 124 29 8 0 0 0 1 22 97 230 540 867 1204 1575 1862 2136 2340 2436 2504 2553
2557 2439 2078 1908 1736 1409 1261 929 761 524 345 184 103 32 3 0 0 0 3 27 125 267 562 896 1315 1654 2036 2254 2424 2599 2656 2662
2571 2423 2216 1979 1783 1450 1245 971 792 531 372 179 132 47 8 0 0 0 1 31 123 344 588 959 1297 1661 2008 2381 2588 2741 2765 2651
2674 2548 2364 2106 1764 1488 1270 1052 777 576 413 222 113 53 9 0 0 0 5 19 125 299 570 953 1375 1690 2177 2384 2708 2898 2845 2826
2821 2669 2400 2212 1813 1603 1359 1080 826 618 383 244 137 54 8 0 0 0 2 29 110 291 628 979 1413 1909 2156 2531 2842 2835 2913 2898
3012 2689 2507 2266 1912 1722 1472 1096 826 582 410 279 116 55 8 0 0 0 1 33 147 353 637 1035 1448 1922 2278 2592 2934 3092 3003 3038
3042 2882 2608 2417 2043 1755 1446 1155 890 674 425 251 128 47 10 0 0 0 4 38 138 318 663 1121 1504 1938 2323 2727 2958 3238 3103 3160
3255 3021 2601 2424 2120 1816 1471 1155 893 688 425 227 122 40 6 0 0 0 6 42 121 365 717 1117 1585 2081 2523 2920 3146 3208 3298 3366
3313 3144 2822 2563 2210 1825 1623 1212 966 655 475 258 149 62 10 0 0 0 1 40 173 379 722 1120 1627 2164 2510 2851 3330 3439 3497 3333
3385 3268 2869 2596 2225 1892 1642 1318 1052 657 419 277 151 56 11 0 0 0 4 36 180 376 751 1172 1711 2232 2687 3000 3369 3572 3561 3603
3499 3151 3041 2655 2403 2026 1637 1319 966 722 475 279 140 61 15 0 0 0 2 24 159 415 726 1256 1742 2258 2766 3239 3448 3623 3673 3556
3624 3384 3166 2836 2366 1996 1715 1290 1005 755 495 303 152 77 12 0 0 0 2 45 158 375 710 1222 1826 2328 2837 3278 3592 3561 3797 3772
3636 3329 3092 2717 2390 2087 1668 1340 1077 685 471 298 147 62 8 0 0 0 5 44 176 437 815 1275 1825 2395 2940 3322 3570 3736 3766 3681
3651 3388 3245 2899 2506 2095 1780 1416 1058 732 474 293 160 64 11 0 0 0 2 52 187 405 797 1305 1817 2433 2989 3378 3628 3850 3809 3894
3685 3328 3135 2917 2564 2122 1728 1396 1107 711 505 304 148 64 9 0 0 0 3 45 157 441 763 1291 1884 2436 2964 3340 3724 3915 3870 3845
3628 3567 3176 2837 2508 2105 1743 1369 1121 772 498 295 143 66 13 0 0 0 6 32 169 433 794 1350 1850 2442 2986 3375 3678 3851 3978 3861
3650 3443 3188 2928 2489 2094 1694 1438 1137 771 526 295 159 52 12 0 0 0 4 36 166 410 783 1275 1885 2445 3006 3463 3715 3787 3896 3931
3744 3458 3251 2861 2498 2070 1743 1426 1022 779 503 297 168 61 12 0 0 0 4 54 164 417 798 1307 1904 2534 3106 3439 3709 3934 3957 3894
3742 3457 3333 2925 2594 2245 1761 1436 1112 788 570 307 156 73 9 0 0 0 3 43 143 415 825 1265 1923 2542 3029 3417 3769 4032 3927 3794
3806 3560 3343 2948 2548 2222 1827 1448 1140 727 522 313 181 65 12 1 0 0 4 40 154 427 792 1396 1888 2527 3076 3609 3664 3948 3937 4017
3797 3554 3268 2854 2604 2220 1848 1476 1145 792 531 314 158 69 14 0 0 0 8 45 173 421 821 1351 2039 2529 3104 3632 3770 4067 4160 4004
3892 3646 3373 3090 2693 2267 1856 1420 1139 805 484 317 167 71 13 1 0 0 7 34 188 450 825 1415 1969 2580 3128 3653 3845 4008 4089 4097
4006 3706 3576 3059 2736 2268 1876 1532 1159 828 589 338 195 58 14 0 0 0 1 48 208 467 869 1460 2052 2671 3324 3793 3936 4182 4157 4080
4044 3838 3412 3192 2580 2265 1922 1523 1087 907 546 355 183 63 11 1 0 0 1 44 212 434 908 1504 2066 2780 3251 3808 4058 4292 4448 4322
4224 3951 3611 3211 2773 2380 2061 1601 1190 866 581 339 178 68 14 0 0 0 6 43 202 474 905 1504 2136 2792 3375 3697 4149 4330 4417 4380
4304 3845 3510 3263 2918 2447 1977 1635 1246 899 554 350 178 63 11 3 0 0 4 46 196 489 994 1573 2234 2873 3422 3924 4339 4522 4556 4544
4286 4026 3680 3176 2920 2471 2012 1626 1211 905 592 360 171 73 14 1 0 0 3 50 201 477 1000 1567 2179 2948 3683 3890 4363 4572 4576 4659
4568 4141 3823 3266 3015 2471 2065 1703 1236 921 594 389 183 59 16 0 0 0 5 51 183 523 967 1614 2300 2989 3614 4126 4407 4739 4794 4554
4549 4190 3818 3399 2993 2546 2111 1731 1287 935 576 375 166 72 19 1 0 0 1 47 207 486 981 1591 2332 3011 3635 4000 4418 4852 4655 4767
4500 4258 3873 3368 3047 2522 2064 1677 1296 912 605 395 186 82 10 1 0 0 1 46 205 491 1023 1585 2315 3114 3568 4252 4477 4768 4862 4760
4567 4300 3943 3546 3129 2720 2145 1693 1278 894 619 392 190 83 17 0 0 0 3 43 220 556 1055 1685 2397 3094 3764 4254 4657 4959 4918 4831
4716 4392 3967 3529 3175 2681 2158 1723 1339 906 659 389 205 91 18 1 0 0 6 45 225 507 1057 1624 2463 3206 3818 4256 4619 4917 5001 4888
4650 4343 4100 3591 3194 2846 2171 1771 1377 907 605 374 197 71 10 1 0 0 4 57 222 553 1038 1704 2447 3193 3892 4415 4837 5058 5199 4891
4864 4487 4073 3592 3157 2647 2292 1812 1331 923 646 416 177 82 18 0 0 0 3 42 251 566 1137 1801 2498 3280 3995 4420 4800 5082 5093 4997
4963 4490 4070 3697 3240 2655 2319 1735 1328 988 609 388 222 73 18 1 0 0 6 52 224 548 997 1779 2573 3424 3923 4431 4967 5167 5219 4995
4910 4530 4181 3736 3230 2725 2292 1740 1340 981 686 402 208 87 15 1 0 0 1 68 221 562 1117 1812 2613 3305 4167 4618 5104 5057 5235 5193
4964 4734 4210 3841 3311 2767 2376 1830 1308 1036 689 375 235 87 16 1 0 0 2 55 232 591 1075 1819 2661 3356 4063 4722 5142 5310 5284 5158
4905 4730 4266 3816 3206 2693 2313 1834 1393 1006 657 406 197 91 22 0 0 0 1 65 211 591 1109 1868 2542 3367 4054 4706 5017 5407 5406 5051
4967 4697 4320 3828 3408 2855 2293 1832 1372 1018 632 410 218 89 18 0 0 0 5 57 225 552 1186 1894 2596 3372 4071 4665 5047 5402 5394 5185
5089 4672 4459 3881 3347 2835 2461 1893 1431 1003 683 396 233 87 15 2 0 0 2 50 239 579 1216 1872 2598 3411 4123 4723 5144 5518 5336 5236
5207 4689 4359 3828 3246 2791 2382 1880 1446 1056 650 374 239 71 14 1 0 0 5 66 259 582 1117 1865 2668 3404 4231 4816 5086 5481 5500 5400
5084 4686 4234 3856 3355 2929 2351 1890 1370 1017 695 420 211 89 20 0 0 0 1 54 227 590 1174 1911 2633 3573 4267 4738 5198 5409 5374 5350
5159 4807 4408 3887 3486 2968 2370 1911 1469 1005 676 434 236 81 15 0 0 0 7 63 244 588 1171 1946 2783 3475 4358 4949 5127 5495 5547 5470
5074 4734 4458 3835 3377 2938 2486 1984 1412 1075 653 396 242 84 23 0 0 0 3 61 232 591 1160 1933 2756 3580 4316 4961 5206 5437 5528 5535
5173 4819 4325 3835 3339 2915 2379 1878 1453 1065 739 431 202 98 12 1 0 0 8 48 229 563 1168 1884 2735 3504 4312 4854 5182 5551 5488 5359
5179 4643 4537 3900 3281 2924 2365 1889 1433 1080 717 433 224 87 17 1 0 0 1 52 260 593 1174 1921 2880 3599 4265 4927 5291 5452 5651 5430
5238 4795 4397 3995 3303 2906 2427 1962 1482 1082 741 445 251 81 11 0 0 0 5 67 264 621 1193 1926 2783 3577 4237 4924 5273 5572 5565 5494
5223 4850 4436 4041 3533 2930 2412 1847 1469 1048 695 413 211 98 18 0 0 0 9 59 272 576 1200 1890 2815 3526 4345 4936 5244 5504 5579 5589
5268 4714 4508 3993 3425 2991 2422 1908 1475 1002 660 407 241 87 20 1 0 0 7 63 256 584 1144 1946 2764 3664 4298 4885 5415 5480 5563 5495
5328 4878 4582 3831 3413 2944 2399 1878 1504 1030 678 424 211 84 17 0 0 0 3 53 265 632 1167 1898 2790 3713 4208 5115 5370 5835 5598 5575
5256 4951 4434 4008 3313 2906 2386 1919 1484 1045 686 401 235 99 21 0 0 0 3 66 219 600 1208 2022 2818 3679 4372 4999 5411 5593 5601 5474
5377 4869 4482 3990 3488 2892 2396 1869 1439 1058 662 436 232 79 11 0 0 0 6 61 251 640 1127 1851 2806 3594 4321 5022 5445 5690 5595 5587
5228 4925 4448 3832 3523 2967 2403 1908 1499 1067 699 416 210 87 16 0 0 0 10 90 263 608 1214 1943 2851 3644 4418 5046 5298 5737 5736 5518
5245 4867 4426 3916 3423 2958 2409 1921 1487 1098 677 434 232 89 22 0 0 0 4 64 285 654 1203 1930 2799 3631 4387 4955 5494 5559 5726 5654
5288 4934 4505 3869 3378 2934 2339 1911 1422 1044 707 421 238 81 7 0 0 0 7 56 264 639 1227 2010 2819 3794 4378 4941 5464 5821 5622 5618
5169 4856 4374 4010 3451 2953 2388 1916 1451 1124 694 438 222 80 18 0 0 0 6 62 263 588 1258 1976 2740 3655 4436 5003 5539 5615 5705 5563
5163 4785 4344 3876 3447 2844 2372 1919 1463 1036 725 453 216 90 19 1 0 0 7 57 261 636 1263 2063 2876 3612 4315 4964 5263 5604 5732 5583
5229 4936 4336 3918 3379 2958 2352 1912 1455 1065 674 382 247 75 23 0 0 0 7 66 274 645 1215 1954 2838 3664 4395 5014 5557 5592 5653 5362
5280 4914 4463 3918 3520 2866 2410 1879 1487 1034 645 426 213 72 16 1 0 0 3 64 263 638 1218 1962 2806 3779 4492 5088 5484 5437 5697 5529
5249 4920 4477 3813 3391 2814 2404 1872 1424 1028 673 434 242 106 23 0 0 0 7 53 257 653 1263 2098 2922 3747 4391 5004 5409 5536 5641 5573
5229 4820 4360 3914 3492 2905 2432 1911 1541 1040 673 408 223 71 17 0 0 0 3 62 256 674 1191 1931 2811 3626 4493 5000 5451 5731 5705 5578
5416 4948 4422 3906 3359 2857 2401 1901 1464 1059 715 404 217 91 20 0 0 0 4 55 242 623 1255 2057 2834 3713 4379 4932 5431 5699 5743 5416
5184 4773 4341 3897 3397 2811 2308 1857 1387 1085 643 395 189 104 16 1 0 0 7 70 261 603 1253 1991 2888 3668 4366 4890 5445 5637 5700 5507
5176 4790 4391 3910 3388 2982 2337 1887 1464 960 693 396 226 81 20 0 0 0 4 71 238 650 1217 1958 2816 3670 4430 5010 5414 5503 5651 5468
5091 4874 4394 3941 3346 2881 2389 1905 1452 942 720 400 215 90 10 0 0 0 4 57 222 667 1224 2013 2795 3770 4357 5010 5446 5620 5694 5455
5198 4834 4313 3797 3284 2847 2320 1832 1429 1026 711 414 222 91 16 1 0 0 5 56 275 591 1293 1970 2871 3603 4342 5113 5405 5711 5519 5628
5218 4749 4351 3910 3342 2799 2344 1813 1419 1029 701 442 216 85 19 0 0 0 8 55 248 614 1245 2005 2867 3662 4454 5024 5357 5571 5585 5564
5274 4837 4301 3804 3432 2807 2348 1812 1413 930 729 464 185 76 15 0 0 0 4 59 268 660 1257 2017 2891 3738 4344 5056 5398 5519 5587 5457
5080 4871 4416 3938 3311 2832 2358 1950 1394 1012 704 409 242 79 17 0 0 0 7 64 245 635 1215 1961 2855 3605 4445 5081 5298 5574 5600 5454
5141 4788 4286 3762 3300 2866 2297 1931 1416 985 661 415 224 92 17 1 0 0 5 51 286 680 1206 1964 2884 3734 4305 5049 5420 5543 5624 5437
5172 4785 4335 3736 3308 2851 2291 1970 1461 992 663 444 180 95 20 0 0 0 6 62 251 582 1185 1968 2895 3704 4418 4980 5283 5692 5443 5434
5125 4719 4153 3693 3222 2790 2282 1728 1380 999 667 397 192 72 19 0 0 0 5 58 242 673 1162 2002 2779 3585 4343 5033 5408 5516 5649 5509
5226 4766 4263 3848 3255 2751 2316 1826 1430 1001 697 409 205 70 9 0 0 0 7 63 266 603 1179 1968 2772 3757 4475 5072 5376 5400 5567 5390
5108 4651 4259 3724 3337 2720 2239 1767 1397 1071 735 411 189 83 17 1 0 0 6 68 230 615 1229 1902 2766 3587 4364 4902 5234 5503 5388 5335
4958 4617 4213 3633 3271 2700 2367 1705 1282 986 630 384 205 76 16 0 0 0 3 57 235 635 1292 1966 2784 3668 4342 5029 5349 5565 5523 5327
5004 4575 4140 3724 3169 2679 2340 1828 1373 1016 656 396 213 85 18 1 0 0 3 60 242 637 1135 2027 2867 3589 4359 4835 5290 5430 5494 5339
4979 4787 4100 3804 3234 2711 2246 1774 1388 983 671 362 214 79 17 1 0 0 6 72 249 626 1186 1911 2852 3614 4369 4792 5257 5498 5395 5069
4982 4492 4098 3608 3174 2669 2226 1758 1352 949 640 369 185 92 14 0 0 0 7 75 215 657 1205 1977 2790 3494 4284 4805 5261 5447 5533 5248
5028 4600 4035 3684 3169 2590 2176 1742 1278 968 608 407 188 95 11 0 0 0 3 56 251 588 1178 1999 2833 3536 4284 4870 5205 5372 5321 5212
4853 4570 4095 3696 3170 2678 2187 1723 1282 961 688 407 241 87 17 0 0 0 9 70 259 625 1219 1937 2743 3515 4271 4858 5262 5202 5415 5193
4824 4575 4144 3615 3109 2646 2153 1754 1302 1001 618 383 199 97 13 0 0 0 5 60 244 643 1188 1934 2808 3573 4246 4834 5146 5304 5368 5151
4847 4389 3989 3520 3167 2615 2095 1744 1262 961 619 390 196 83 13 0 0 0 4 64 250 592 1158 2004 2751 3551 4233 4801 5172 5273 5216 5193
4876 4520 4116 3576 3065 2518 2139 1692 1302 907 629 385 214 88 21 1 0 0 5 55 234 614 1209 1893 2758 3518 4192 4743 5099 5347 5198 5209
4838 4390 3990 3628 3093 2513 2100 1718 1368 910 625 350 217 72 21 0 0 0 5 57 252 614 1198 1900 2742 3406 4292 4736 5032 5251 5386 5114
4785 4311 3884 3552 3017 2586 2188 1695 1223 933 630 377 213 71 12 1 0 0 4 66 263 597 1184 1857 2775 3442 4173 4680 5062 5247 5146 5050
4728 4353 3996 3447 3035 2580 2032 1629 1308 935 608 388 192 77 13 0 0 0 2 64 253 638 1068 1850 2746 3484 4147 4805 5164 5239 5101 5112
4648 4311 3938 3527 3057 2520 2077 1661 1266 923 594 375 205 76 11 2 0 0 4 46 205 566 1169 1872 2656 3507 4084 4722 5002 5275 5056 4933
4605 4414 3905 3524 2921 2472 2117 1695 1334 907 576 393 190 69 18 1 0 0 6 55 225 638 1146 1935 2791 3471 4068 4536 5019 5312 5091 4909
4692 4287 3895 3328 2876 2467 2082 1636 1312 871 628 362 205 69 14 0 0 0 2 59 248 594 1152 1852 2721 3360 4153 4614 4974 5037 4977 4883
4665 4298 3743 3454 2975 2539 2044 1607 1174 889 611 358 180 80 15 0 0 0 1 54 265 594 1099 1800 2708 3511 4008 4479 4866 5023 5206 4970
4630 4150 3699 3461 2839 2484 1948 1585 1202 885 598 338 198 82 19 0 0 0 3 57 231 560 1128 1813 2754 3432 3932 4611 4885 5051 5083 4815
4683 4054 3851 3315 2911 2397 2013 1586 1226 927 582 324 195 83 7 1 0 0 5 65 245 565 1075 1860 2631 3357 4143 4445 4967 5023 4944 4779
4528 4154 3804 3264 2844 2483 1920 1552 1258 882 600 332 183 91 22 1 0 0 3 50 218 580 1144 1856 2648 3252 3932 4483 4924 4943 5103 4844
4354 4056 3661 3207 2777 2410 1897 1507 1222 813 602 341 205 84 11 0 0 0 6 58 205 576 1142 1786 2559 3329 3997 4401 4837 4849 4778 4646
4465 4022 3642 3156 2806 2309 1991 1552 1200 860 567 348 185 68 10 0 0 0 3 61 214 595 1123 1826 2527 3295 4000 4397 4809 4868 4960 4832
4396 4064 3614 3223 2838 2268 1946 1531 1165 820 567 342 196 77 15 1 0 0 7 76 271 575 1139 1833 2509 3302 3941 4565 4713 4939 4800 4671
4349 3957 3640 3140 2726 2283 1971 1529 1151 819 562 368 192 82 25 1 0 0 6 49 219 588 1129 1774 2514 3327 4011 4285 4658 4883 4773 4538
4361 3874 3473 3123 2772 2293 1895 1539 1183 806 561 321 170 76 15 1 0 0 1 53 192 586 1053 1802 2544 3206 3929 4306 4708 4638 4791 4564
4293 3998 3516 3127 2749 2252 1807 1441 1098 779 551 345 195 76 20 0 0 0 3 59 232 540 1072 1753 2450 3141 3805 4389 4705 4882 4754 4608
4396 3929 3591 3178 2643 2346 1756 1423 1213 841 521 315 166 74 13 1 0 0 5 50 237 554 1081 1780 2471 3215 3921 4357 4627 4705 4668 4713
4168 3898 3473 3072 2658 2198 1833 1448 1084 805 553 345 167 62 13 0 0 0 6 71 218 554 1050 1779 2430 3099 3775 4250 4587 4601 4585 4514
4061 3844 3401 3075 2641 2245 1884 1460 1133 789 580 312 176 67 12 0 0 0 6 53 222 573 1093 1696 2526 3176 3805 4122 4557 4663 4577 4487
4037 3881 3364 2994 2492 2201 1804 1410 1108 841 518 358 192 62 12 2 0 0 7 42 229 542 1032 1732 2440 3102 3589 4261 4427 4533 4771 4413
4100 3833 3524 2953 2618 2129 1802 1424 1088 789 511 289 174 81 19 1 0 0 7 64 225 583 1041 1719 2481 3131 3680 4126 4430 4609 4537 4270
4014 3816 3259 2882 2562 2200 1778 1451 1102 824 575 333 164 63 11 1 0 0 3 62 222 579 997 1659 2364 3109 3652 4080 4435 4606 4541 4211
4181 3524 3320 2891 2547 2181 1751 1356 1136 798 512 323 182 77 9 1 0 0 0 68 243 554 1043 1667 2419 3102 3602 4072 4416 4424 4504 4290
4028 3661 3372 2913 2575 2080 1693 1370 1048 792 511 326 193 77 14 0 0 0 2 56 199 537 981 1726 2314 3082 3751 3946 4270 4504 4439 4311
3799 3686 3320 2893 2435 2059 1714 1339 1090 733 519 346 188 74 21 1 0 0 6 54 209 520 1045 1666 2411 2962 3607 3986 4316 4317 4318 4222
3796 3571 3400 2735 2401 2104 1703 1401 1063 699 512 315 174 61 16 1 0 0 5 43 233 558 1060 1631 2303 3011 3558 3875 4296 4340 4389 4145
3859 3655 3162 2857 2428 1922 1672 1312 1063 750 499 322 167 83 13 1 0 0 7 54 208 551 1043 1630 2334 2979 3548 3826 4202 4216 4328 4115
3947 3499 3048 2860 2378 2039 1730 1322 1060 744 531 305 149 80 16 1 0 0 3 48 210 551 1074 1654 2285 2920 3517 3961 4158 4302 4252 4145
3799 3525 3107 2720 2461 1974 1689 1300 981 706 490 339 174 61 9 0 0 0 4 46 198 547 1031 1589 2306 2874 3545 3917 4133 4250 4223 4099
3788 3408 3096 2781 2382 1946 1598 1261 1028 745 465 308 165 88 10 0 0 0 4 46 216 515 1061 1677 2360 2871 3431 3898 4049 4171 3978 3979
3721 3382 2928 2725 2224 1972 1647 1299 974 730 516 310 144 51 13 0 0 0 5 56 211 483 1018 1524 2315 2951 3488 3803 4120 4194 4113 3963
3640 3400 3030 2686 2237 1891 1551 1230 1012 699 479 296 175 62 14 1 0 0 3 36 205 475 993 1618 2193 2867 3267 3892 4042 4144 4188 3977
3641 3290 3022 2490 2190 1979 1506 1272 961 747 488 283 175 71 13 0 0 0 7 58 203 508 994 1553 2223 2808 3356 3827 3863 4037 4032 3909
3583 3208 2909 2531 2251 1767 1480 1256 912 684 467 260 162 66 5 0 0 0 1 45 198 464 904 1457 2109 2846 3275 3676 3953 4007 3978 3808
3450 3329 2710 2423 2226 1871 1513 1188 938 684 460 246 151 66 15 0 0 0 4 43 187 477 942 1524 2104 2769 3135 3592 3928 4024 3939 3815
3467 3191 2869 2505 2138 1821 1467 1163 859 675 472 298 158 63 10 0 0 0 6 43 203 479 961 1475 2117 2750 3278 3520 3894 4003 3873 3751
3448 3137 2781 2484 2126 1747 1384 1159 892 665 431 277 141 47 8 0 0 0 2 58 209 439 919 1502 2048 2621 3195 3472 3672 3856 3851 3702
3335 3029 2752 2434 2085 1722 1465 1142 908 609 458 259 136 58 12 0 0 0 4 43 207 471 942 1504 2066 2583 3079 3408 3627 3794 3885 3614
3354 3038 2625 2388 1984 1719 1445 1096 853 668 417 261 153 59 10 0 0 0 1 48 173 475 828 1401 2067 2562 2967 3448 3528 3694 3628 3466
3292 2888 2704 2337 1938 1700 1445 1198 852 673 440 249 134 73 5 1 0 0 3 45 201 489 833 1418 2013 2525 3067 3406 3554 3766 3682 3540
3262 2904 2594 2220 1885 1659 1319 1110 854 659 407 267 145 51 13 0 0 0 4 40 178 449 924 1349 1961 2583 3002 3393 3633 3626 3581 3544
3116 2859 2659 2241 1892 1656 1306 1102 785 647 437 266 137 69 13 0 0 0 5 45 201 455 856 1369 1968 2483 2883 3435 3556 3514 3493 3344
3100 2952 2492 2193 1911 1595 1321 1049 855 619 400 268 140 64 11 0 0 0 3 41 196 457 898 1353 2011 2460 2981 3273 3532 3508 3428 3424
3067 2808 2438 2259 1951 1599 1421 1031 816 606 427 244 122 49 13 0 0 0 3 47 163 444 841 1396 1985 2473 2920 3088 3375 3634 3537 3342
3090 2744 2500 2169 1850 1598 1307 1026 771 613 394 243 141 59 10 1 0 0 5 51 190 468 799 1437 1877 2523 2902 3199 3450 3406 3412 3282
3084 2743 2398 2236 1780 1570 1376 1090 784 614 419 227 143 50 15 0 0 0 6 45 183 471 781 1316 1942 2443 2933 3063 3464 3426 3313 3255
2958 2699 2466 2145 1765 1573 1294 992 769 591 408 225 132 58 10 1 0 0 2 48 190 467 840 1340 1884 2475 2840 3244 3271 3449 3326 3173
2928 2708 2455 2103 1858 1482 1283 1026 803 574 402 248 179 57 7 0 0 0 3 42 185 451 825 1302 1843 2383 2766 3157 3353 3469 3464 3323
2879 2629 2371 2153 1857 1540 1244 1035 801 554 383 254 120 63 14 0 0 0 3 35 179 430 830 1326 1885 2434 2752 3106 3291 3400 3342 3018
3004 2623 2394 2104 1805 1534 1258 999 780 533 416 232 143 68 10 1 0 0 1 31 149 415 822 1271 1815 2377 2919 3107 3225 3353 3371 3214
2948 2639 2407 1971 1747 1516 1281 1027 797 605 377 253 156 58 5 0 0 0 0 38 194 428 810 1329 1868 2314 2671 3084 3272 3301 3375 3140
2910 2694 2377 2131 1736 1455 1188 985 714 559 369 241 124 55 8 1 0 0 2 39 182 466 812 1341 1862 2332 2620 3130 3305 3239 3285 3179
2941 2703 2314 2120 1728 1495 1204 985 749 544 394 246 118 56 13 0 0 0 2 35 164 440 856 1272 1862 2360 2795 3099 3224 3402 3283 2976
2796 2595 2283 2063 1717 1539 1254 965 778 583 387 210 132 49 14 1 0 0 1 41 166 419 846 1338 1851 2260 2703 2942 3163 3228 3197 3068
2842 2524 2253 2021 1749 1417 1170 990 762 525 360 226 130 49 8 1 0 0 2 48 166 434 763 1345 1837 2366 2680 3095 3138 3260 3227 3018
2868 2542 2207 1914 1718 1446 1195 963 694 554 376 248 131 48 12 0 0 0 2 47 167 422 803 1196 1777 2235 2711 2940 3206 3192 3154 2949
2884 2551 2205 2016 1689 1499 1178 960 724 496 331 253 135 59 6 1 0 0 2 48 170 441 803 1340 1789 2265 2701 2933 3175 3257 3205 2978
2595 2501 2181 1961 1615 1380 1131 927 736 550 380 239 126 50 8 1 0 0 5 41 164 418 807 1275 1753 2225 2604 3042 3157 3157 3037 2895
2744 2442 2173 1986 1640 1364 1107 919 674 562 380 207 121 53 9 0 0 0 1 36 178 407 801 1257 1742 2157 2589 2858 3084 3144 3023 2929
2598 2401 2140 1833 1571 1365 1127 932 716 508 332 241 115 52 9 1 0 0 3 42 162 378 785 1207 1771 2196 2551 2768 2968 3025 3024 2948
2608 2420 2150 1827 1547 1287 1110 941 677 504 355 237 127 57 10 0 0 0 1 43 147 388 746 1169 1624 2158 2482 2914 3004 2921 2848 2804
2590 2233 2051 1783 1534 1252 1058 881 606 499 326 200 98 45 9 1 0 0 2 44 153 385 736 1195 1614 1997 2459 2695 2933 2908 2878 2795
2456 2275 1904 1724 1466 1296 1074 865 616 490 319 179 111 52 12 0 0 0 3 32 150 365 689 1183 1596 2055 2383 2716 2850 2799 2802 2581
2357 2158 1887 1741 1484 1241 1010 740 613 498 307 196 100 59 12 0 0 0 1 38 135 384 686 1141 1574 1939 2360 2517 2783 2738 2781 2574
2327 2045 1866 1551 1390 1239 968 808 609 433 303 204 107 53 7 0 0 0 2 38 148 397 681 1045 1568 1892 2226 2519 2625 2694 2654 2541
2356 1997 1873 1537 1363 1145 982 729 552 450 312 182 103 40 6 1 0 0 2 41 162 337 641 1097 1456 1852 2200 2331 2535 2490 2542 2434
2279 1953 1811 1443 1286 1079 912 753 563 418 304 183 99 44 4 0 0 0 1 33 134 341 644 996 1453 1829 2171 2265 2449 2530 2459 2316
2113 1875 1729 1473 1340 1005 886 715 577 445 273 199 83 40 8 0 0 0 1 44 140 350 607 958 1330 1776 2065 2260 2433 2374 2366 2290
2007 1772 1649 1445 1259 1008 867 657 504 399 291 171 108 35 8 0 0 0 3 28 137 307 652 966 1338 1690 2015 2271 2253 2412 2306 2152
2024 1790 1621 1480 1195 985 908 662 490 407 278 162 103 36 6 0 0 0 1 36 140 319 630 942 1324 1683 1973 2299 2269 2304 2253 2249
2028 1750 1543 1410 1304 1009 831 720 525 384 282 170 81 33 6 0 0 0 5 36 130 281 626 917 1341 1638 1941 2133 2344 2224 2150 2173
1945 1721 1517 1348 1198 1035 826 654 497 374 270 172 87 41 5 0 0 0 3 31 153 319 580 952 1249 1616 1868 2096 2206 2227 2222 2150
1923 1694 1509 1353 1174 964 822 622 516 379 256 171 82 56 5 0 0 0 0 41 119 341 567 835 1253 1577 1901 2105 2213 2205 2135 2064
